 'na cg vert',4
 'misc dominion',4
 'jp',4
 'eu spy vert',4
 'eu g2 vert',4
 'diana',4
 'bard',4
 'OPL O7',4
 'viktor',3
 'tw ahf',3
 'tr aur',3
 'teemo',3
 'se rgl',3
 'ru trx',3
 'ru gam',3
 'rengar',3
 'poppy',3
 'ovce order',3
 'na c9 vert',3
 'lux',3
 'ko lzg',3
 'fnatic',3
 'eu uol',3
 'draven',3
 'curse',3
 'cloudnine',3
 'best-of best-of-2014',3
 'azir',3
 'ashe',3
 'OPL O4',3
 'zyra',2
 'zilean',2
 'yasuo',2
 'warwick',2
 'vert',2
 'veigar',2
 'vayne',2
 'urgot',2
 'tsm',2
 'tr dkp',2
 'tr cil',2
 'syndra',2
 'sona',2
 'se gmb',2
 'renekton',2
 'rammus',2
 'nidalee',2
 'na tsm vert',2
 'na p1 vert',2
 'na imt vert',2
 'na imt',2
 'na 100 vert',2
 'misc triggs',2
 'masteryi',2
 'leesin',2
 'leblanc',2
 'ko ssg',2
 'ko e8w',2
 'khazix',2
 'kayn',2
 'kayle',2
 'karma',2
 'jayce',2
 'janna',2
 'gragas',2
 'gangplank',2
 'eu vit vert',2
 'eu msf',2
 'eu h2k vert',2
 'eu fcs vert',2
 'eu',2
 'ahri',2
 'OPL O5',2
 'OPL O1',2
 'zzwind',1
 'ziggs',1
 'zed',1
 'zac',1
 'yorick',1
 'vladimir',1
 'vert ko rox',1
 'varus',1
 'twistedfate',1
 'tw ahq',1
 'tr p3p',1
 'tr fen vert',1
 'team 26',1
 'team 19',1
 'team 17',1
 'team 15',1
 'team 11',1
 'team 00',1
 'tahmkench',1
 'soraka',1
 'skt1',1
 'skarner',1
 'singed',1
 'shaco',1
 'royal',1
 'riperino ',1
 'reksai',1
 'rakan',1
 'quinn',1
 'oc',1
 'nautilus',1
 'na vert',1
 'na opt vert',1
 'na nv vert',1
 'na gg vert',1
 'na fq vert ',1
 'na fly',1
 'na ef',1
 'mordekaiser',1
 'missfortune',1
 'misc poro',1
 'misc dominion vert',1
 'malphite',1
 'lulu',1
 'lucian vert',1
 'lucian',1
 'leesin vert',1
 'ktrolster',1
 'ko vert',1
 'ko skt',1
 'ko ktr',1
 'ko gen vert',1
 'kled',1
 'kindred',1
 'karthus',1
 'kalista',1
 'jinx',1
 'ivern',1
 'irelia',1
 'hecarim',1
 'garen',1
 'gambit',1
 'fizz',1
 'fiora',1
 'ezreal',1
 'eu roc vert',1
 'eu g2',1
 'eu fnc vert',1
 'elise',1
 'ekko',1
 'darkp',1
 'counterlogicna',1
 'cn vert',1
 'cn rng vert',1
 'cn rng',1
 'clg',1
 'chogath',1
 'caitlyn',1
 'br png',1
 'br kbm',1
 'blitzcrank',1
 'aurelionsol',1
 'anivia',1
 'alliance',1
 'alistar',1
 'akali',1
 'OPL O6',1
 'OPL O0',1
 'None',1
